track_id,Track Name,Artist,Region,Streams,full_region_name,normalized_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,duration_ms_stand,duration_norm,loudness_stand,loudness_norm,tempo_norm
04DwTuZ2VBdJCCC5TROn7L,In the Name of Love,Martin Garrix,it,61648,Italy,0.5035759754362316,0.49,0.485,4.0,-6.237,0.0,0.0406,0.0592,0.0,0.337,0.196,133.889,audio_features,04DwTuZ2VBdJCCC5TROn7L,spotify:track:04DwTuZ2VBdJCCC5TROn7L,https://api.spotify.com/v1/tracks/04DwTuZ2VBdJCCC5TROn7L,https://api.spotify.com/v1/audio-analysis/04DwTuZ2VBdJCCC5TROn7L,195840.0,4.0,195840.0,0.289185296181587,-6.237,0.8119033305278345,0.4747896256053414
04DwTuZ2VBdJCCC5TROn7L,In the Name of Love,Martin Garrix,my,4095,Malaysia,0.033771272374570144,0.49,0.485,4.0,-6.237,0.0,0.0406,0.0592,0.0,0.337,0.196,133.889,audio_features,04DwTuZ2VBdJCCC5TROn7L,spotify:track:04DwTuZ2VBdJCCC5TROn7L,https://api.spotify.com/v1/tracks/04DwTuZ2VBdJCCC5TROn7L,https://api.spotify.com/v1/audio-analysis/04DwTuZ2VBdJCCC5TROn7L,195840.0,4.0,195840.0,0.289185296181587,-6.237,0.8119033305278345,0.4747896256053414
04DwTuZ2VBdJCCC5TROn7L,In the Name of Love,Martin Garrix,pt,7582,Portugal,0.7696573297312669,0.49,0.485,4.0,-6.237,0.0,0.0406,0.0592,0.0,0.337,0.196,133.889,audio_features,04DwTuZ2VBdJCCC5TROn7L,spotify:track:04DwTuZ2VBdJCCC5TROn7L,https://api.spotify.com/v1/tracks/04DwTuZ2VBdJCCC5TROn7L,https://api.spotify.com/v1/audio-analysis/04DwTuZ2VBdJCCC5TROn7L,195840.0,4.0,195840.0,0.289185296181587,-6.237,0.8119033305278345,0.4747896256053414
04DwTuZ2VBdJCCC5TROn7L,In the Name of Love,Martin Garrix,tw,7421,Taiwan: Province of China,0.3299671643640419,0.49,0.485,4.0,-6.237,0.0,0.0406,0.0592,0.0,0.337,0.196,133.889,audio_features,04DwTuZ2VBdJCCC5TROn7L,spotify:track:04DwTuZ2VBdJCCC5TROn7L,https://api.spotify.com/v1/tracks/04DwTuZ2VBdJCCC5TROn7L,https://api.spotify.com/v1/audio-analysis/04DwTuZ2VBdJCCC5TROn7L,195840.0,4.0,195840.0,0.289185296181587,-6.237,0.8119033305278345,0.4747896256053414
04f13iELcsYpY2yeLiAcfq,El Amante - Remix,Nicky Jam,cr,2084,Costa Rica,0.0111800346220427,0.8029999999999999,0.767,8.0,-5.377000000000002,1.0,0.0535,0.311,0.0,0.073,0.598,89.96799999999998,audio_features,04f13iELcsYpY2yeLiAcfq,spotify:track:04f13iELcsYpY2yeLiAcfq,https://api.spotify.com/v1/tracks/04f13iELcsYpY2yeLiAcfq,https://api.spotify.com/v1/audio-analysis/04f13iELcsYpY2yeLiAcfq,225520.0,4.0,225520.0,0.3413848716203501,-5.377000000000002,0.8325838643741733,0.24131258737913094
04f13iELcsYpY2yeLiAcfq,El Amante - Remix,Nicky Jam,mx,45617,Mexico,0.02739846522490825,0.8029999999999999,0.767,8.0,-5.377000000000002,1.0,0.0535,0.311,0.0,0.073,0.598,89.96799999999998,audio_features,04f13iELcsYpY2yeLiAcfq,spotify:track:04f13iELcsYpY2yeLiAcfq,https://api.spotify.com/v1/tracks/04f13iELcsYpY2yeLiAcfq,https://api.spotify.com/v1/audio-analysis/04f13iELcsYpY2yeLiAcfq,225520.0,4.0,225520.0,0.3413848716203501,-5.377000000000002,0.8325838643741733,0.24131258737913094
05Mp2UJulSttxQ4E6hQPH3,Ohne mein Team,Bonez MC,de,65232,Germany,0.23831145943480334,0.7659999999999999,0.8,1.0,-6.062,0.0,0.0938,0.16,1.6e-05,0.0744,0.635,129.999,audio_features,05Mp2UJulSttxQ4E6hQPH3,spotify:track:05Mp2UJulSttxQ4E6hQPH3,https://api.spotify.com/v1/tracks/05Mp2UJulSttxQ4E6hQPH3,https://api.spotify.com/v1/audio-analysis/05Mp2UJulSttxQ4E6hQPH3,188504.0,4.0,188504.0,0.2762831369693644,-6.062,0.8161115786942408,0.4541110053849466
05nbZ1xxVNwUTcGwLbp7CN,Myself,NAV,ca,20572,Canada,0.03162955904011089,0.654,0.393,5.0,-7.621,0.0,0.284,0.664,0.0,0.114,0.105,159.741,audio_features,05nbZ1xxVNwUTcGwLbp7CN,spotify:track:05nbZ1xxVNwUTcGwLbp7CN,https://api.spotify.com/v1/tracks/05nbZ1xxVNwUTcGwLbp7CN,https://api.spotify.com/v1/audio-analysis/05nbZ1xxVNwUTcGwLbp7CN,226040.0,4.0,226040.0,0.34229941943801034,-7.621,0.7786220993146566,0.6122147386998518
09QOedW1xozFDsXUI7jTeV,Dile Que Tu Me Quieres Remix (feat. Yandel),Ozuna,gt,1202,Guatemala,0.05285524568393094,0.71,0.74,1.0,-4.634,1.0,0.0596,0.103,0.0,0.0582,0.882,175.93599999999995,audio_features,09QOedW1xozFDsXUI7jTeV,spotify:track:09QOedW1xozFDsXUI7jTeV,https://api.spotify.com/v1/tracks/09QOedW1xozFDsXUI7jTeV,https://api.spotify.com/v1/audio-analysis/09QOedW1xozFDsXUI7jTeV,237400.0,4.0,237400.0,0.3622787717622809,-4.634,0.850450883732115,0.6983047784091813
0A2h9QjoPdbVwa9LFiijqM,Si Ella Quisiera - Remix,Justin Quiles,py,1304,Paraguay,0.020787746170678335,0.777,0.687,9.0,-5.667000000000002,0.0,0.0722,0.0385,0.0,0.134,0.6920000000000001,89.99799999999998,audio_features,0A2h9QjoPdbVwa9LFiijqM,spotify:track:0A2h9QjoPdbVwa9LFiijqM,https://api.spotify.com/v1/tracks/0A2h9QjoPdbVwa9LFiijqM,https://api.spotify.com/v1/audio-analysis/0A2h9QjoPdbVwa9LFiijqM,231158.0,4.0,231158.0,0.35130068045875124,-5.667000000000002,0.8256101959841289,0.24147206259933965
0B6GRS3vGtzu6w5BQXqWMq,Kung Fu,Dasoul,ec,4344,Ecuador,0.32585624698504584,0.8170000000000001,0.804,1.0,-4.372,1.0,0.0651,0.13699999999999998,1.4e-05,0.0917,0.57,104.996,audio_features,0B6GRS3vGtzu6w5BQXqWMq,spotify:track:0B6GRS3vGtzu6w5BQXqWMq,https://api.spotify.com/v1/tracks/0B6GRS3vGtzu6w5BQXqWMq,https://api.spotify.com/v1/audio-analysis/0B6GRS3vGtzu6w5BQXqWMq,234280.0,4.0,234280.0,0.3567914848563193,-4.372,0.8567512324155344,0.3211990410223425
0B6GRS3vGtzu6w5BQXqWMq,Kung Fu,Dasoul,pe,8958,Peru,0.07749138411375034,0.8170000000000001,0.804,1.0,-4.372,1.0,0.0651,0.13699999999999998,1.4e-05,0.0917,0.57,104.996,audio_features,0B6GRS3vGtzu6w5BQXqWMq,spotify:track:0B6GRS3vGtzu6w5BQXqWMq,https://api.spotify.com/v1/tracks/0B6GRS3vGtzu6w5BQXqWMq,https://api.spotify.com/v1/audio-analysis/0B6GRS3vGtzu6w5BQXqWMq,234280.0,4.0,234280.0,0.3567914848563193,-4.372,0.8567512324155344,0.3211990410223425
0B7wvvmu9EISAwZnOpjhNI,When I Was Your Man,Bruno Mars,pe,14215,Peru,0.1859793218730008,0.601,0.271,0.0,-8.687999999999999,1.0,0.0403,0.937,0.0,0.14400000000000002,0.411,145.494,audio_features,0B7wvvmu9EISAwZnOpjhNI,spotify:track:0B7wvvmu9EISAwZnOpjhNI,https://api.spotify.com/v1/tracks/0B7wvvmu9EISAwZnOpjhNI,https://api.spotify.com/v1/audio-analysis/0B7wvvmu9EISAwZnOpjhNI,213827.0,4.0,213827.0,0.32081985694361637,-8.687999999999999,0.7529638090657689,0.5364799566227401
0B8B8cVRFIG1yznoQe7c9s,Setting Fires,The Chainsmokers,id,19781,Indonesia,0.14346503977968175,0.627,0.7170000000000001,8.0,-5.751,0.0,0.0376,0.017,0.0,0.261,0.561,105.05,audio_features,0B8B8cVRFIG1yznoQe7c9s,spotify:track:0B8B8cVRFIG1yznoQe7c9s,https://api.spotify.com/v1/tracks/0B8B8cVRFIG1yznoQe7c9s,https://api.spotify.com/v1/audio-analysis/0B8B8cVRFIG1yznoQe7c9s,247427.0,4.0,247427.0,0.37991371593089535,-5.751,0.8235902368642539,0.3214860964187181
0B8B8cVRFIG1yznoQe7c9s,Setting Fires,The Chainsmokers,pt,3556,Portugal,0.19721313806341534,0.627,0.7170000000000001,8.0,-5.751,0.0,0.0376,0.017,0.0,0.261,0.561,105.05,audio_features,0B8B8cVRFIG1yznoQe7c9s,spotify:track:0B8B8cVRFIG1yznoQe7c9s,https://api.spotify.com/v1/tracks/0B8B8cVRFIG1yznoQe7c9s,https://api.spotify.com/v1/audio-analysis/0B8B8cVRFIG1yznoQe7c9s,247427.0,4.0,247427.0,0.37991371593089535,-5.751,0.8235902368642539,0.3214860964187181
0B8QzDH7YWih85V5SEMnyJ,Money Longer,Lil Uzi Vert,ca,25299,Canada,0.0725807848912761,0.795,0.568,5.0,-7.817,0.0,0.142,0.0541,0.0,0.108,0.478,136.173,audio_features,0B8QzDH7YWih85V5SEMnyJ,spotify:track:0B8QzDH7YWih85V5SEMnyJ,https://api.spotify.com/v1/tracks/0B8QzDH7YWih85V5SEMnyJ,https://api.spotify.com/v1/audio-analysis/0B8QzDH7YWih85V5SEMnyJ,198944.0,4.0,198944.0,0.2946444431546975,-7.817,0.7739088613682819,0.486931005703897
0BiGd2FNDQ0eh79ZHfp6tS,All I Wanna Do,Martin Jensen,dk,10648,Denmark,0.12268812650007059,0.728,0.794,1.0,-3.992,1.0,0.0635,0.14800000000000002,0.0,0.0688,0.523,112.071,audio_features,0BiGd2FNDQ0eh79ZHfp6tS,spotify:track:0BiGd2FNDQ0eh79ZHfp6tS,https://api.spotify.com/v1/tracks/0BiGd2FNDQ0eh79ZHfp6tS,https://api.spotify.com/v1/audio-analysis/0BiGd2FNDQ0eh79ZHfp6tS,194360.0,4.0,194360.0,0.2865823523928616,-3.992,0.8658891427197307,0.3588086137882275
0CcQNd8CINkwQfe1RDtGV6,Believer,Imagine Dragons,au,32833,Australia,0.07340079427404698,0.779,0.787,10.0,-4.305,0.0,0.108,0.0524,0.0,0.14,0.708,124.982,audio_features,0CcQNd8CINkwQfe1RDtGV6,spotify:track:0CcQNd8CINkwQfe1RDtGV6,https://api.spotify.com/v1/tracks/0CcQNd8CINkwQfe1RDtGV6,https://api.spotify.com/v1/audio-analysis/0CcQNd8CINkwQfe1RDtGV6,204347.0,4.0,204347.0,0.3041469467293484,-4.305,0.8583623902849585,0.4274414327253783
0CcQNd8CINkwQfe1RDtGV6,Believer,Imagine Dragons,ch,15804,Switzerland,0.809283851078966,0.779,0.787,10.0,-4.305,0.0,0.108,0.0524,0.0,0.14,0.708,124.982,audio_features,0CcQNd8CINkwQfe1RDtGV6,spotify:track:0CcQNd8CINkwQfe1RDtGV6,https://api.spotify.com/v1/tracks/0CcQNd8CINkwQfe1RDtGV6,https://api.spotify.com/v1/audio-analysis/0CcQNd8CINkwQfe1RDtGV6,204347.0,4.0,204347.0,0.3041469467293484,-4.305,0.8583623902849585,0.4274414327253783
0CcQNd8CINkwQfe1RDtGV6,Believer,Imagine Dragons,cz,7041,Czech Republic,0.565380643950061,0.779,0.787,10.0,-4.305,0.0,0.108,0.0524,0.0,0.14,0.708,124.982,audio_features,0CcQNd8CINkwQfe1RDtGV6,spotify:track:0CcQNd8CINkwQfe1RDtGV6,https://api.spotify.com/v1/tracks/0CcQNd8CINkwQfe1RDtGV6,https://api.spotify.com/v1/audio-analysis/0CcQNd8CINkwQfe1RDtGV6,204347.0,4.0,204347.0,0.3041469467293484,-4.305,0.8583623902849585,0.4274414327253783
0CcQNd8CINkwQfe1RDtGV6,Believer,Imagine Dragons,de,50141,Germany,0.13401477611218235,0.779,0.787,10.0,-4.305,0.0,0.108,0.0524,0.0,0.14,0.708,124.982,audio_features,0CcQNd8CINkwQfe1RDtGV6,spotify:track:0CcQNd8CINkwQfe1RDtGV6,https://api.spotify.com/v1/tracks/0CcQNd8CINkwQfe1RDtGV6,https://api.spotify.com/v1/audio-analysis/0CcQNd8CINkwQfe1RDtGV6,204347.0,4.0,204347.0,0.3041469467293484,-4.305,0.8583623902849585,0.4274414327253783
0CcQNd8CINkwQfe1RDtGV6,Believer,Imagine Dragons,gb,50187,United Kingdom of Great Britain and Northern Ireland,0.03209018905568309,0.779,0.787,10.0,-4.305,0.0,0.108,0.0524,0.0,0.14,0.708,124.982,audio_features,0CcQNd8CINkwQfe1RDtGV6,spotify:track:0CcQNd8CINkwQfe1RDtGV6,https://api.spotify.com/v1/tracks/0CcQNd8CINkwQfe1RDtGV6,https://api.spotify.com/v1/audio-analysis/0CcQNd8CINkwQfe1RDtGV6,204347.0,4.0,204347.0,0.3041469467293484,-4.305,0.8583623902849585,0.4274414327253783
0CcQNd8CINkwQfe1RDtGV6,Believer,Imagine Dragons,gt,1717,Guatemala,0.18964143426294822,0.779,0.787,10.0,-4.305,0.0,0.108,0.0524,0.0,0.14,0.708,124.982,audio_features,0CcQNd8CINkwQfe1RDtGV6,spotify:track:0CcQNd8CINkwQfe1RDtGV6,https://api.spotify.com/v1/tracks/0CcQNd8CINkwQfe1RDtGV6,https://api.spotify.com/v1/audio-analysis/0CcQNd8CINkwQfe1RDtGV6,204347.0,4.0,204347.0,0.3041469467293484,-4.305,0.8583623902849585,0.4274414327253783
0CcQNd8CINkwQfe1RDtGV6,Believer,Imagine Dragons,hu,8553,Hungary,1.0,0.779,0.787,10.0,-4.305,0.0,0.108,0.0524,0.0,0.14,0.708,124.982,audio_features,0CcQNd8CINkwQfe1RDtGV6,spotify:track:0CcQNd8CINkwQfe1RDtGV6,https://api.spotify.com/v1/tracks/0CcQNd8CINkwQfe1RDtGV6,https://api.spotify.com/v1/audio-analysis/0CcQNd8CINkwQfe1RDtGV6,204347.0,4.0,204347.0,0.3041469467293484,-4.305,0.8583623902849585,0.4274414327253783
0CokSRCu5hZgPxcZBaEzVE,Glorious (feat. Skylar Grey),Macklemore,id,35450,Indonesia,0.2932986536107711,0.731,0.794,0.0,-5.126,0.0,0.0522,0.0323,2.59e-05,0.112,0.35600000000000004,139.994,audio_features,0CokSRCu5hZgPxcZBaEzVE,spotify:track:0CokSRCu5hZgPxcZBaEzVE,https://api.spotify.com/v1/tracks/0CokSRCu5hZgPxcZBaEzVE,https://api.spotify.com/v1/audio-analysis/0CokSRCu5hZgPxcZBaEzVE,220454.0,4.0,220454.0,0.3324750653813752,-5.126,0.8386196946014188,0.5072428329178118
0CokSRCu5hZgPxcZBaEzVE,Glorious (feat. Skylar Grey),Macklemore,sg,19110,Singapore,0.3415642534245019,0.731,0.794,0.0,-5.126,0.0,0.0522,0.0323,2.59e-05,0.112,0.35600000000000004,139.994,audio_features,0CokSRCu5hZgPxcZBaEzVE,spotify:track:0CokSRCu5hZgPxcZBaEzVE,https://api.spotify.com/v1/tracks/0CokSRCu5hZgPxcZBaEzVE,https://api.spotify.com/v1/audio-analysis/0CokSRCu5hZgPxcZBaEzVE,220454.0,4.0,220454.0,0.3324750653813752,-5.126,0.8386196946014188,0.5072428329178118
